entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2020-07-06,2020-07-27,9348.9396,10740.52925946,4.84113795,Take Profit
2020-07-09,2020-07-27,9245.51628,10621.711378278002,4.841137950000007,Take Profit
2020-07-21,2020-07-27,9397.398009999999,10796.2007037885,4.841137950000003,Take Profit
2020-09-01,2020-09-03,11942.11018,11088.371614770329,-2.7746765320559588,Stop Loss
2020-10-06,2020-10-21,10604.243649999999,12182.685317302497,5.409910530944798,Take Profit
2020-10-08,2020-10-21,10930.36945,12557.3549426325,5.409910530944804,Take Profit
2020-10-12,2020-10-25,11541.89036,13259.900740086001,5.409910530944806,Take Profit
2023-04-14,2023-04-20,30483.553099999994,28304.820451425494,-3.0999335772058503,Stop Loss
2023-04-18,2023-04-20,30396.165799999995,28223.672167709,-3.099942965295791,Stop Loss
2023-04-17,2023-04-21,29449.42,27344.353587671427,-3.1002856312824307,Stop Loss
2023-05-28,2023-06-05,28083.755699999998,26076.591443941354,-2.874593780536219,Stop Loss
2023-05-29,2023-06-05,27749.721999999998,25766.40607995286,-2.874629408222225,Stop Loss
2023-05-24,2023-06-21,26340.113799999996,30260.83973913,5.745380545862047,Take Profit
2023-07-13,2023-07-24,31473.141699999996,29224.18339118564,-2.8739443484463427,Stop Loss
2023-07-10,2023-08-17,30427.296899999998,28253.093537824498,-2.8739152737394686,Stop Loss
2023-07-12,2023-08-17,30399.2689,28227.0665968845,-2.873917462768982,Stop Loss
2023-07-24,2023-08-17,29192.963799999998,27106.885649498996,-2.8044155058470914,Stop Loss
2023-10-16,2023-10-23,28514.786299999996,32759.212240755,5.19203677246511,Take Profit
2023-10-17,2023-10-23,28410.281899999998,32639.152360815,5.192036772465103,Take Profit
2023-10-19,2023-10-23,28725.596899999997,33001.401998565,5.192036772465109,Take Profit
2023-12-01,2023-12-05,38698.659999999996,44458.955541,5.946097760174402,Take Profit
2024-06-05,2024-06-11,71204.43329999999,66116.12551668935,-3.1186148117261014,Stop Loss
2024-06-04,2024-06-14,70650.57999999999,65601.61041232856,-3.1187592993859123,Stop Loss
2024-06-07,2024-06-18,69446.377,64483.492592656425,-3.118742136770864,Stop Loss
2024-06-11,2024-06-24,67388.0207,62571.56799783778,-3.0436204268420375,Stop Loss
2024-06-14,2024-06-24,66105.73969999999,61380.83544983278,-2.9681372816872487,Stop Loss
2024-06-18,2024-06-24,65215.149999999994,60553.82940146428,-2.8926345162928806,Stop Loss
2024-10-29,2024-11-03,72812.2395,67608.25717875465,-2.6767647262068444,Stop Loss
2024-10-30,2024-11-04,72421.34899999999,67245.27694885927,-2.676778391905148,Stop Loss
2024-10-28,2024-11-10,70009.93999999999,80430.91956899999,5.34994014985121,Take Profit
2025-02-18,2025-02-25,95717.62199999999,88876.65350231,-2.676643080909808,Stop Loss
2025-02-21,2025-02-25,96224.02789999999,89346.9045530795,-2.6766286412303377,Stop Loss
2025-02-24,2025-02-26,91606.01449999999,85058.04813048679,-2.6769834029396735,Stop Loss
2025-05-05,2025-05-21,94791.39669999998,108901.09609879498,4.961009996845349,Take Profit
2025-05-06,2025-05-22,96895.69889999999,111318.62368126499,4.96100999684535,Take Profit
2025-05-07,2025-05-22,97085.38839999998,111536.54846333999,4.961009996845353,Take Profit
2025-05-22,2025-05-30,111774.36269999998,103786.18266431919,-2.8425007350080547,Stop Loss
2025-05-27,2025-06-05,108998.1893,101209.09230706935,-2.8422599963191644,Stop Loss
2025-06-09,2025-06-13,110338.12789999998,102453.37975857948,-2.7045497263926297,Stop Loss
2025-05-23,2025-06-22,107378.77149999999,99704.49718018607,-2.8425850714865164,Stop Loss
2025-06-13,2025-06-22,106133.32729999999,98547.97146884508,-2.6394167680440606,Stop Loss
2025-06-05,2025-07-10,101560.05859999999,116677.27332261,5.406310900696095,Take Profit
