entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2020-07-06,2020-07-27,9348.9396,10740.52925946,4.84113795,Take Profit
2020-07-09,2020-07-27,9245.51628,10621.711378278002,4.841137950000007,Take Profit
2020-07-21,2020-07-27,9397.398009999999,10796.2007037885,4.841137950000003,Take Profit
2020-09-01,2020-09-02,11942.11018,11327.098746136357,-2.0199416555874654,Stop Loss
2020-10-06,2020-10-21,10604.243649999999,12182.685317302497,5.4464482874714015,Take Profit
2020-10-08,2020-10-21,10930.36945,12557.3549426325,5.446448287471406,Take Profit
2020-10-10,2020-10-21,11306.084789999999,12988.995510991499,5.446448287471406,Take Profit
2023-04-14,2023-04-19,30483.553099999994,28913.68489968964,-2.2724817831591033,Stop Loss
2023-04-18,2023-04-19,30396.165799999995,28830.79149159214,-2.2724908024434147,Stop Loss
2023-04-17,2023-04-21,29449.42,27932.458505071427,-2.2729865522587427,Stop Loss
2023-05-28,2023-06-01,28083.755699999998,26637.673813127498,-2.1519434018317067,Stop Loss
2023-05-29,2023-06-05,27749.721999999998,26320.56802829286,-2.152337808431935,Stop Loss
2023-06-01,2023-06-05,26832.105299999996,25450.139767090353,-2.114484181914418,Stop Loss
2023-05-24,2023-06-14,26340.113799999996,24983.237912120712,-2.1528249055553816,Stop Loss
2023-07-13,2023-07-14,31473.141699999996,29852.42835236321,-2.000906944339522,Stop Loss
2023-07-10,2023-07-24,30427.296899999998,28860.639799774643,-2.0006606812928776,Stop Loss
2023-07-12,2023-07-24,30399.2689,28834.053139674645,-2.000662872453031,Stop Loss
2023-07-14,2023-08-01,30323.593299999997,28762.758353833215,-1.9647914684455101,Stop Loss
2023-07-24,2023-08-17,29192.963799999998,27689.869136585003,-1.894805759930292,Stop Loss
2023-08-01,2023-08-17,29730.901199999997,28200.14310579,-1.8601185692400897,Stop Loss
2023-08-02,2023-08-17,29199.270099999994,27695.851135107496,-1.8601578929863924,Stop Loss
2023-10-16,2023-10-23,28514.786299999996,32759.212240755,4.8349007940394335,Take Profit
2023-10-17,2023-10-23,28410.281899999998,32639.152360815,4.834900794039428,Take Profit
2023-10-19,2023-10-23,28725.596899999997,33001.401998565,4.834900794039433,Take Profit
2023-12-01,2023-12-05,38698.659999999996,44458.955541,5.537093445594716,Take Profit
2024-06-04,2024-06-11,70650.57999999999,67012.70665564285,-2.1146720122139255,Stop Loss
2024-06-05,2024-06-11,71204.43329999999,67538.07804969035,-2.1146516989244857,Stop Loss
2024-06-07,2024-06-14,69446.377,65870.22563420358,-2.114833512583042,Stop Loss
2024-06-11,2024-06-18,67388.0207,63917.831414073924,-2.040262280974172,Stop Loss
2024-06-13,2024-06-21,66853.68689999999,63411.33385473892,-2.0400795170012715,Stop Loss
2024-06-14,2024-06-24,66105.73969999999,62700.967071641775,-2.0033123199025304,Stop Loss
2024-06-20,2024-06-24,64918.85399999999,61575.11696876428,-1.9673765771622165,Stop Loss
2024-06-21,2024-06-24,64188.123999999996,60881.964759014285,-1.9314227861358821,Stop Loss
2024-10-29,2024-11-01,72812.2395,69062.45983371249,-1.8270327702184594,Stop Loss
2024-10-30,2024-11-03,72421.34899999999,68691.52864553213,-1.827113533543176,Stop Loss
2024-10-28,2024-11-10,70009.93999999999,80430.91956899999,5.0147580309328035,Take Profit
2025-02-21,2025-02-24,96224.02789999999,91269.00047952821,-1.8508716310787614,Stop Loss
2025-02-18,2025-02-25,95717.62199999999,90788.13441365,-1.8510658732106182,Stop Loss
2025-02-24,2025-02-25,91606.01449999999,86887.96632933749,-1.818534889243607,Stop Loss
2025-05-05,2025-05-21,94791.39669999998,108901.09609879498,4.813373437546436,Take Profit
2025-05-06,2025-05-22,96895.69889999999,111318.62368126499,4.813373437546436,Take Profit
2025-05-07,2025-05-22,97085.38839999998,111536.54846333999,4.813373437546439,Take Profit
2025-05-22,2025-05-29,111774.36269999998,106018.53974100963,-2.0081928354168816,Stop Loss
2025-05-27,2025-05-31,108998.1893,103384.7810759618,-2.0083803128061586,Stop Loss
2025-05-23,2025-06-05,107378.77149999999,101849.64690775535,-2.0080714186192,Stop Loss
2025-05-29,2025-06-05,105645.43989999998,100205.45188528535,-1.972696749147918,Stop Loss
2025-06-09,2025-06-13,110338.12789999998,104656.83217274249,-1.8669690597139956,Stop Loss
2025-06-13,2025-06-21,106133.32729999999,100668.11330074036,-1.834182304829941,Stop Loss
2025-06-12,2025-06-22,105715.10949999999,100270.74306539109,-1.8673353019163097,Stop Loss
2025-06-05,2025-07-10,101560.05859999999,116677.27332261,5.12527725658785,Take Profit
