Net Profit,Total Return (%),Sharpe Ratio,Max Drawdown (%),Total Trades,Entry APR,Exit APR,Filter Periods
2143.9185838222566,21.439185838222567,4.62983230071649,0.5913651707928027,8,12,3,9
2140.773209467221,21.40773209467221,4.624096606034802,0.5913651707928027,8,12,4,9
2136.9182933746415,21.369182933746416,4.621807424857423,0.5913651707928027,8,12,5,9
2122.2973088096496,21.2229730880965,4.5582049009686525,0.5913651707928107,8,12,3,12
2119.157534541846,21.19157534541846,4.552499162596367,0.5913651707928107,8,12,4,12
2115.3080060824814,21.153080060824813,4.550111311353807,0.5913651707928107,8,12,5,12
2087.889720624298,20.878897206242982,4.526923443790124,0.6354855071130789,8,15,3,9
2084.7534387154974,20.847534387154973,4.521169400362123,0.6612662791409142,8,15,4,9
2080.914662626861,20.809146626268614,4.51877889784567,0.6612719251363702,8,15,5,9
2103.0915946593814,21.030915946593815,4.503180266029162,0.6214423359999819,9,12,3,6
2099.9594906441707,20.999594906441708,4.497499267584012,0.6214423359999819,9,12,4,6
2096.1175336488777,20.961175336488775,4.495058392095528,0.6214423359999819,9,12,5,6
2067.8752675090345,20.678752675090344,4.477033908725934,0.5913651707928107,8,15,3,12
2064.7449278034983,20.647449278034983,4.471291111581651,0.6049594192476215,8,15,4,12
2060.9113357565657,20.609113357565654,4.46883770119267,0.6049650684436376,8,15,5,12
2054.6504711236103,20.546504711236103,4.453882100322334,0.6214423359999819,9,15,3,6
2051.5235618567003,20.515235618567004,4.448137802961681,0.6373376872965248,9,15,4,6
2047.6955166482967,20.476955166482966,4.445677085394571,0.6373433278004939,9,15,5,6
2076.96960348203,20.7696960348203,4.37331091352736,0.5913651707928027,9,12,6,9
2055.466057323205,20.55466057323205,4.306120320377015,0.5913651707928107,9,12,6,12
2021.2425952026097,20.2124259520261,4.272838969797824,0.661271925136565,9,15,6,9
2036.317567840466,20.36317567840466,4.253639321082694,0.6214423359999819,10,12,6,6
2001.3380720986697,20.0133807209867,4.22529643096493,0.604965068443389,9,15,6,12
1988.0703384399967,19.88070338439997,4.2020684297741715,0.6373433278005317,10,15,6,6
2016.3233500710721,20.16323350071072,4.17066491986364,1.2988934732399335,11,15,3,3
2013.2101383886784,20.132101383886784,4.165159732210785,1.2988934732399335,11,15,4,3
2009.3942630537185,20.093942630537185,4.162297166940344,1.2988934732399335,11,15,5,3
2008.402769576076,20.08402769576076,4.0979977500452325,1.7961941702177815,12,12,3,3
2005.29559581588,20.0529559581588,4.092564908856829,1.7961941702177815,12,12,4,3
2001.4838580167143,20.014838580167144,4.089608795086196,1.7961941702177815,12,12,5,3
1950.023033870917,19.50023033870917,3.9429809117535917,1.298893473239905,12,15,6,3
1942.20412846223,19.422041284622303,3.87664007891898,1.7961941702179236,13,12,6,3
1634.2309600447297,16.342309600447297,2.9980519536095485,3.519801184353446,21,10,3,12
1444.233261562078,14.442332615620781,2.5621135351930473,3.51992503332004,24,10,4,12
1460.326105965065,14.603261059650649,2.5607630502714778,4.430382037698108,25,10,3,9
1385.2833689936779,13.852833689936778,2.4412187832486216,3.51992503332004,25,10,5,12
1331.3193842384117,13.313193842384116,2.3099031345200722,3.501020204055907,26,10,6,12
1305.5252702440412,13.055252702440413,2.2631700176915093,4.430551087551834,27,10,4,9
1301.6294660742733,13.016294660742734,2.2581701203108593,4.430043208094201,27,10,5,9
1248.063951111868,12.48063951111868,2.1333673684447576,4.411299997252243,28,10,6,9
1156.2577920400745,11.562577920400745,1.933774242579906,5.9203180258408565,32,10,3,6
1020.6677604904271,10.206677604904272,1.593182319537985,7.241802322310346,35,8,3,12
886.0002280531553,8.860002280531551,1.4532643074418452,6.497602951539087,36,10,4,6
883.0228011125437,8.830228011125437,1.4493666977048698,6.4904664432651815,36,10,5,6
829.2400718232711,8.292400718232711,1.3454345476810008,6.491134821976254,37,10,6,6
604.4493206001334,6.044493206001334,0.9077490126858103,8.553400188988908,43,8,3,9
467.29089352178926,4.672908935217893,0.6865645425971159,7.717264229359206,45,8,4,12
411.30892484123615,4.113089248412361,0.6193171055039682,9.244752858335763,48,8,3,6
307.98056753476885,3.079805675347689,0.4484427031248492,8.18533364256289,48,8,5,12
118.32999273029782,1.183299927302978,0.17486423531102538,9.022174942521609,52,8,4,9
102.33319489221503,1.0233319489221504,0.15187606151697416,8.167337685897575,52,8,6,12
-63.957068703970435,-0.6395706870397043,-0.08262974352571516,9.719096346236727,57,8,4,6
-86.91574264183146,-0.8691574264183146,-0.11302434155181619,10.098736816738882,56,8,5,9
-108.35949818354675,-1.0835949818354675,-0.1497068319914306,11.542342765977963,59,10,3,3
-184.85941232775622,-1.848594123277562,-0.24819863635793288,10.545544971451726,58,8,6,9
-215.7117523684301,-2.1571175236843008,-0.29321723753359225,10.924905230676108,60,8,5,6
-426.9465164315461,-4.269465164315461,-0.6023017523377682,12.690150712406536,65,10,4,3
-488.2705689952818,-4.882705689952818,-0.689134088506005,13.24944914275944,66,10,5,3
-555.2548468075238,-5.552548468075238,-0.7410860220076972,13.589652524284784,67,8,6,6
-638.3621769996753,-6.383621769996753,-0.8932130948339396,14.19473128538867,69,10,6,3
-866.2568120574215,-8.662568120574214,-1.1832579786487547,17.152301041958935,76,8,3,3
-1331.4655423468012,-13.314655423468011,-1.7869692439367337,20.971055888364194,86,8,4,3
-1552.1771372435105,-15.521771372435106,-2.046250002296177,22.983230424105063,91,8,5,3
-1803.235295501223,-18.03235295501223,-2.329364805601754,24.901314542675443,97,8,6,3
