Sharpe Ratio,Annualized Return (%),Max Drawdown (%),Win Rate (%),Profit Factor,Total Trades,rsi_entry_max,stop_loss_pct,take_profit_pct,position_size_pct,max_positions
0.49193496964305594,5.730472021763305,13.380911924078992,35.714285714285715,1.8781592178482482,28,70,5,20,33,2
0.49117256986103697,5.985898147838294,14.668397268882591,41.66666666666667,1.723890268871534,36,75,7,20,25,3
0.4860279687273963,4.043554937171126,10.268345438450224,34.48275862068966,1.8093470687858348,29,75,5,20,25,2
0.47896026288680826,1.4773292299404124,5.238417081060073,50.0,1.7754707133641021,16,75,5,10,25,1
0.477731990306746,2.692982586570076,7.288982341271308,21.73913043478261,1.9467419800729404,23,75,3,25,25,1
0.475250567485616,5.069341690081046,13.357893179146219,25.53191489361702,1.8161868728163628,47,70,3,20,25,3
0.463066091939866,2.8208623546178218,8.513246939404045,35.714285714285715,1.9329704291138647,14,65,5,20,33,1
0.46306609193986314,2.135744515563834,6.504812523806342,35.714285714285715,1.9584686261981432,14,65,5,20,25,1
0.46293189948678976,5.051117416117074,13.519531514677851,25.71428571428571,1.8485992185603597,35,70,3,20,33,2
0.4581088164946837,6.231556118858857,17.306406858324024,41.37931034482759,1.6675660855371592,29,65,7,20,33,3
0.45763391204589354,4.73918600967488,13.19778343371086,41.37931034482759,1.715410784541719,29,65,7,20,25,3
0.4529743277612404,2.6918099162711884,6.451561377830107,25.0,1.868667464491079,20,75,3,20,33,1
0.4526237538797055,2.0395322915453855,6.506079604510444,25.0,1.8777376492321396,20,65,3,20,25,1
0.4521504424367143,4.2398601125088495,11.138649819985853,25.64102564102564,1.8573235418782497,39,65,3,20,25,3
0.44499947043622456,3.6549875594386165,11.150998406321994,25.0,1.8181005461971333,36,70,3,20,25,2
0.4444276727537277,6.1407102208624265,20.043693539271278,24.489795918367346,1.6630322486604858,49,70,3,20,33,3
0.44433453422742386,2.450092184597764,6.870358078897108,38.88888888888889,1.6923964140654684,18,75,5,15,33,1
0.4441057596629436,1.8581249270231333,5.2384170810600725,38.88888888888889,1.7052663561119392,18,75,5,15,25,1
0.4418136287468431,1.5119334935520392,3.636228584855899,56.25,1.652186280928296,16,70,7,10,25,1
0.4401715023982661,1.4128804251547766,3.6362285848558926,57.14285714285714,1.7129900888566802,14,65,7,10,25,1
0.44017150239826425,1.8632706629217524,4.785599356681011,57.14285714285714,1.6989060822786861,14,65,7,10,33,1
0.4397416017915245,5.131267607140085,17.426546520574107,33.33333333333333,1.6674777736933453,42,75,5,20,25,3
0.43643309634015276,4.924092865590488,14.936070358044137,33.33333333333333,1.6887634411891064,30,75,5,20,33,2
0.4358843075247931,6.628965049935403,22.485752345599195,33.33333333333333,1.620344351292117,42,75,5,20,33,3
0.435034236638953,5.314384622202007,16.38795341281869,25.0,1.7508278369536037,40,65,3,20,33,3
0.43259035678296115,1.8748281541985659,6.870765252135541,47.368421052631575,1.5980180326926834,19,70,5,10,33,1
0.43232833525510456,3.0927411322173746,9.005455564204206,46.15384615384615,1.6171253851850766,26,70,7,15,25,2
0.43177183348645687,4.708558304691203,14.936820890286114,34.61538461538461,1.7583032355302395,26,65,5,20,33,2
0.43141366849423063,2.441896125322946,7.091779237836099,46.666666666666664,1.6954532719174116,15,75,7,15,33,1
0.4268971197358338,5.7907800837052115,17.394415509177886,24.0,1.620068253878205,50,75,3,20,33,3
0.42017865787541325,2.4750858841588435,8.50823866210578,23.809523809523807,1.7436126099423088,21,65,3,20,33,1
0.4200422037980962,1.8806860688267626,6.5060897466173735,23.809523809523807,1.7644988481778556,21,75,3,20,25,1
0.4199378075774399,1.8806993690434346,6.506089746617387,23.809523809523807,1.7645082527110292,21,70,3,20,25,1
0.4199378075774389,2.474916594219894,8.508266085197889,23.809523809523807,1.7435307390246357,21,70,3,20,33,1
0.4178692919407708,5.005886254077808,14.18066355902459,45.714285714285715,1.5166642516040876,35,70,7,15,33,3
0.41084316764998413,3.1395038613928277,11.151010566672692,23.076923076923077,1.6400678723814681,39,75,3,20,25,2
0.40415344543510434,3.319080669632391,12.683092829878278,33.33333333333333,1.6988471376459466,27,65,5,20,25,2
0.40218495148798267,5.527107281528907,20.116755387010556,31.70731707317073,1.5019750547717003,41,70,5,20,33,3
0.3992279432090658,1.6200053570694462,6.87039384640808,47.05882352941176,1.5748656463372976,17,75,5,10,33,1
0.3813104613429932,3.5191098414662316,12.444257428978716,44.44444444444444,1.4736945317942443,36,70,7,15,25,3
0.3759908678360894,1.8871832938718334,8.513139617849696,37.5,1.5885752239279705,16,65,5,15,33,1
0.3758920706406066,1.438956744092637,6.504812523806355,37.5,1.6023022270950509,16,65,5,15,25,1
0.37390155730548824,3.852769030323049,14.486236124894909,22.5,1.5574094225956647,40,75,3,20,33,2
0.36613787666149405,3.1221864786954585,14.083204712227836,43.24324324324324,1.4095841307312629,37,75,7,15,25,3
0.3621651301531321,2.992019683058492,15.83302588210986,52.63157894736842,1.3549542209673016,38,70,7,10,33,3
0.3550316680822213,3.6543739065884617,15.097427579133177,27.27272727272727,1.5659290496877403,33,65,5,25,25,3
0.3539622402225331,3.09554563892546,11.813076571992323,44.0,1.462763556364061,25,70,7,15,33,2
0.3526721863252547,2.351209956494865,9.005580147070448,42.857142857142854,1.422883173475444,28,75,7,15,25,2
0.35253932418469885,4.6503048179028905,19.576552447724975,27.27272727272727,1.5202935922584364,33,65,5,25,33,3
0.3427153073812985,3.141065018528207,16.99941428565326,30.555555555555557,1.4763597426772725,36,65,5,20,25,3
0.33921185312609226,3.9628147386309815,22.23409808100527,30.555555555555557,1.4366544297423287,36,65,5,20,33,3
0.33516601058753487,1.4081142040332262,4.785599356681001,53.333333333333336,1.4594154209234593,15,70,7,10,33,1
0.3260233531812942,1.6817970703132852,10.120185933834511,51.724137931034484,1.3575432172596409,29,70,7,10,25,2
0.3177439384556687,3.015089247728384,15.616236661065095,29.268292682926827,1.373016015913164,41,70,5,20,25,3
0.3025117405299664,2.492924232525734,11.796867033348288,34.375,1.349387573709156,32,70,5,15,33,2
0.2990088324547012,1.90761149012422,11.145335946185147,52.0,1.3490734055434785,25,65,7,10,33,2
0.269635634680353,1.6877168610946909,10.2683737339706,33.33333333333333,1.3106212606231797,33,70,5,15,25,2
0.2649643513278878,2.0920670328019684,13.839864364736224,40.74074074074074,1.2862086641186776,27,75,7,15,33,2
0.2508341975509615,1.2420303859872233,10.12017756268159,50.0,1.2672521277956463,28,75,7,10,25,2
0.245596085403896,2.279146309875974,19.95623007115529,32.608695652173914,1.2107953755038625,46,75,5,15,33,3
0.24229734847281748,1.4322745446056564,11.483566649014227,32.35294117647059,1.254155736007511,34,75,5,15,25,2
0.2406631585299136,0.7888147579727736,6.506079604510455,23.809523809523807,1.3302303323441373,21,65,3,15,25,1
0.24066315852991318,1.020478090043837,8.50825294880659,23.809523809523807,1.3185820172520981,21,65,3,15,33,1
0.23151958493855676,1.3115347048616275,17.97648102502755,41.17647058823529,1.2098977065954468,34,75,5,10,33,2
0.23093209636780943,1.0592375640205283,11.838950629881296,50.0,1.2651349306114046,24,65,7,10,25,2
0.21611664633881633,2.021532900464529,21.629540320570186,39.473684210526315,1.1811953897031224,38,75,7,15,33,3
0.215616361803098,1.260343519191405,12.683092829878294,32.25806451612903,1.2414660592185156,31,65,5,15,25,2
0.2100611686075829,1.4486129047908924,12.541779487190535,23.076923076923077,1.2265148201666436,39,65,3,15,33,2
