entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2023-07-18,2023-08-17,29875.445599999995,28337.25431002,-1.763365553495563,Stop Loss
2023-07-20,2023-08-17,29820.790999999997,28285.410322825,-1.7633692879048104,Stop Loss
2023-07-22,2023-08-17,29813.283499999998,28278.2888960125,-1.7633698019426776,Stop Loss
2024-06-11,2024-06-18,67388.0207,63917.831414073924,-1.670357490184097,Stop Loss
2024-06-13,2024-06-21,66853.68689999999,63411.33385473892,-1.6702078617888083,Stop Loss
2024-06-14,2024-06-24,66105.73969999999,62700.967071641775,-1.670648072202362,Stop Loss
2025-05-29,2025-06-05,105645.43989999998,100205.45188528535,-1.5818952706574412,Stop Loss
2025-06-19,2025-06-22,104711.7071,99318.94063381109,-1.5542358252836084,Stop Loss
