entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2020-07-06,2020-07-27,9348.9396,11207.50879248,6.487839599999997,Take Profit
2020-07-09,2020-07-27,9245.51628,11083.524916464,6.487839600000004,Take Profit
2020-07-21,2020-07-27,9397.398009999999,11265.600734388,6.487839600000001,Take Profit
2020-09-01,2020-09-03,11942.11018,11088.371614770329,-2.89436553546457,Stop Loss
2020-10-06,2020-10-21,10604.243649999999,12712.36728762,7.5628196868812285,Take Profit
2020-10-08,2020-10-21,10930.36945,13103.32689666,7.562819686881225,Take Profit
2020-10-10,2020-10-27,11306.084789999999,13553.734446252,7.562819686881226,Take Profit
2023-04-14,2023-04-20,30483.553099999994,28304.820451425494,-3.3731404352813033,Stop Loss
2023-04-18,2023-04-20,30396.165799999995,28223.672167709,-3.373150650773023,Stop Loss
2023-04-17,2023-04-21,29449.42,27344.353587671427,-3.373523516986618,Stop Loss
2023-05-28,2023-06-05,28083.755699999998,26076.591443941354,-3.12794073635436,Stop Loss
2023-05-29,2023-06-05,27749.721999999998,25766.40607995286,-3.1279795040199523,Stop Loss
2023-05-24,2023-07-13,26340.113799999996,31576.528423439995,8.378253179184778,Take Profit
2023-07-13,2023-07-24,31473.141699999996,29224.18339118564,-3.1787319502049707,Stop Loss
2023-07-10,2023-08-17,30427.296899999998,28253.093537824498,-2.9758053449527773,Stop Loss
2023-07-12,2023-08-17,30399.2689,28227.0665968845,-2.9758076115908323,Stop Loss
2023-07-24,2023-08-17,29192.963799999998,27106.885649498996,-3.1018294334424272,Stop Loss
2023-10-16,2023-10-23,28514.786299999996,34183.52581644,7.722342885248824,Take Profit
2023-10-17,2023-10-23,28410.281899999998,34058.24594172,7.722342885248821,Take Profit
2023-10-19,2023-10-23,28725.596899999997,34436.24556372,7.722342885248818,Take Profit
2023-12-01,2024-01-08,38698.659999999996,46391.953607999996,9.225382544519686,Take Profit
2024-06-05,2024-06-11,71204.43329999999,66116.12551668935,-3.667158827746128,Stop Loss
2024-06-04,2024-06-14,70650.57999999999,65601.61041232856,-3.6673287298434256,Stop Loss
2024-06-07,2024-06-18,69446.377,64483.492592656425,-3.6673085484362686,Stop Loss
2024-06-11,2024-06-24,67388.0207,62571.56799783778,-3.578973419428014,Stop Loss
2024-06-14,2024-06-24,66105.73969999999,61380.83544983278,-3.490213281093643,Stop Loss
2024-06-18,2024-06-24,65215.149999999994,60553.82940146428,-3.4014300714474492,Stop Loss
2024-10-29,2024-11-03,72812.2395,67608.25717875465,-3.147590192479018,Stop Loss
2024-10-28,2024-11-11,70009.93999999999,83927.91607199999,8.430814860720469,Take Profit
2024-10-31,2024-11-11,70392.22189999999,84386.19561372,8.430814860720474,Take Profit
2025-02-18,2025-02-25,95717.62199999999,88876.65350231,-3.479726002788823,Stop Loss
2025-02-21,2025-02-25,96224.02789999999,89346.9045530795,-3.4797072307200008,Stop Loss
2025-02-24,2025-02-26,91606.01449999999,85058.04813048679,-3.480168432870401,Stop Loss
2025-05-05,2025-07-10,94791.39669999998,113635.92636396,8.643255137046504,Take Profit
2025-05-06,2025-07-10,96895.69889999999,116158.56384131999,8.6432551370465,Take Profit
2025-05-07,2025-07-10,97085.38839999998,116385.96361391999,8.6432551370465,Take Profit
