entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2023-10-16,2023-10-23,28514.786299999996,31334.898665070003,3.1944363000000076,Take Profit
2024-02-09,2024-02-14,47163.21609999999,51827.65817229,3.296480532747585,Take Profit
