Net Profit,Total Return (%),Sharpe Ratio,Max Drawdown (%),Total Trades,Entry APR,Exit APR,Filter Periods
1824.7675985308197,18.247675985308195,4.793409498843798,0.5565594782520145,6,15,3,3
1693.5478212492962,16.935478212492963,4.735963359814865,0.5464664896835366,6,15,3,9
1756.2726798128188,17.562726798128185,4.6970242478654445,0.563215385761473,6,15,3,6
1781.8603044872561,17.81860304487256,4.686884569116573,0.5565594782520145,6,15,4,3
1781.8603044872561,17.81860304487256,4.686884569116573,0.5565594782520145,6,15,5,3
1735.6389851543736,17.356389851543735,4.684086252661135,0.5642843811470818,7,12,3,9
1775.9260799235071,17.759260799235072,4.677750654691139,0.5565594782520145,6,15,6,3
1651.0904457939941,16.510904457939944,4.623651981464021,0.5464664896835366,6,15,4,9
1651.0904457939941,16.510904457939944,4.623651981464021,0.5464664896835366,6,15,5,9
1645.2198585971473,16.452198585971473,4.614278115717199,0.5464664896835366,6,15,6,9
1637.1204292214097,16.3712042922141,4.605170130753298,0.6220668281515008,6,15,3,12
1713.6068227707474,17.136068227707472,4.589114198606091,0.563215385761473,6,15,5,6
1713.6068227707474,17.136068227707472,4.589114198606091,0.563215385761473,6,15,4,6
1707.7047357032843,17.077047357032843,4.57983564963217,0.563215385761473,6,15,6,6
1675.091548731456,16.75091548731456,4.564203412690219,0.5472572719190977,7,12,3,12
1684.4151064036287,16.844151064036286,4.548530432049668,0.5642843811470818,7,12,4,9
1684.4151064036287,16.844151064036286,4.548530432049668,0.5642843811470818,7,12,5,9
1678.5341457268405,16.785341457268405,4.5391837373547705,0.5642843811470818,7,12,6,9
1594.8565137423138,15.948565137423138,4.492526881522004,0.6220668281515008,6,15,4,12
1594.8565137423138,15.948565137423138,4.492526881522004,0.6220668281515008,6,15,5,12
1768.9576932451582,17.68957693245158,4.491434618643199,0.7581567094348133,8,12,3,6
1589.0124097701482,15.890124097701483,4.482991345356922,0.6220668281515008,6,15,6,12
1624.104365399755,16.24104365399755,4.427799529353923,0.5829000824382196,7,12,4,12
1624.104365399755,16.24104365399755,4.427799529353923,0.5829000824382196,7,12,5,12
1618.2525236162,16.182525236162,4.418298526711178,0.5829000824381009,7,12,6,12
1791.9026180345209,17.919026180345206,4.413909318896567,1.2342515890893906,9,12,3,3
1717.5961194720257,17.17596119472026,4.364134418771438,0.7537499119045691,8,12,5,6
1717.5961194720257,17.17596119472026,4.364134418771438,0.7537499119045691,8,12,4,6
1711.6984582387995,17.116984582387996,4.354837503391442,0.7537499119045691,8,12,6,6
1740.4631391554758,17.40463139155476,4.29058722736841,1.2298659323772185,9,12,4,3
1740.4631391554758,17.40463139155476,4.29058722736841,1.2298659323772185,9,12,5,3
1734.553968570397,17.34553968570397,4.281352646816057,1.2298659323772185,9,12,6,3
1383.5433846971227,13.835433846971226,2.938125610336741,2.0725302613678696,19,10,3,12
1314.7357816089516,13.147357816089517,2.758735253601884,2.233632738322021,20,10,4,12
1257.0635682989196,12.570635682989195,2.6074178415316895,2.731956596352221,21,10,5,12
1245.0574937832716,12.450574937832716,2.5342545232089093,2.481543296657105,23,10,3,9
1102.2922963070087,11.022922963070087,2.203692816309311,2.6419728979280594,25,10,4,9
1045.7029263117856,10.457029263117857,2.070478199627355,3.1382154098934274,26,10,5,9
1019.7637461390768,10.197637461390768,2.0132307266157654,3.7558449002303393,25,10,6,12
866.766327713558,8.66766327713558,1.6763501292311918,4.225077693535444,29,10,6,9
878.2055688538239,8.78205568853824,1.5999806506420071,5.119057910247029,32,10,3,6
738.5997261727862,7.385997261727861,1.3292129030811055,5.325213790910055,34,10,4,6
558.9509273796193,5.589509273796193,0.9885879279878076,6.900138142894625,37,10,5,6
536.7963935252537,5.367963935252537,0.9122937238962335,6.504783644892815,38,8,3,12
345.4750735874113,3.4547507358741134,0.5734948958364968,8.033349684865984,43,8,3,9
314.28951754242007,3.1428951754242007,0.5474920827225781,7.960628836866497,41,10,6,6
266.90862121019927,2.6690862121019925,0.4422439783758879,6.977846527696063,43,8,4,12
115.73431723827525,1.1573431723827525,0.19497344563037894,8.239862178786394,47,8,4,9
66.31184347553062,0.6631184347553062,0.11350008037963068,10.49703168547234,51,10,3,3
50.57412078651578,0.5057412078651579,0.08794518290467254,8.391796758126576,47,8,5,12
-40.6023074950881,-0.40602307495088097,-0.052705444643198394,9.634611059602298,50,8,5,9
-72.53803009559124,-0.7253803009559124,-0.10917159048089382,11.061369811955352,53,10,4,3
-97.7659084667157,-0.977659084667157,-0.14255716900491391,10.941838826127844,54,8,3,6
-291.86807125042833,-2.9186807125042833,-0.4533246983288306,13.002299143128418,57,10,5,3
-351.89859644256103,-3.5189859644256103,-0.5306173685603189,10.783019986728906,55,8,6,12
-375.25435968723286,-3.7525435968723286,-0.5547454927188565,11.813075298779884,59,8,4,6
-490.93194672998106,-4.909319467299811,-0.7235314588371499,12.40493263398587,59,8,6,9
-523.6210429435596,-5.236210429435595,-0.7655491261986042,13.17248800571832,62,8,5,6
-553.2532353771221,-5.532532353771221,-0.8513962707772882,14.3883399844338,62,10,6,3
-818.1645784968987,-8.181645784968987,-1.2109493643309026,16.17248927482183,71,8,3,3
-1088.836821920666,-10.88836821920666,-1.5181238361765057,18.28642278089809,74,8,6,6
-1294.5195252293906,-12.945195252293907,-1.8759606117897503,20.521472628704885,81,8,4,3
-1518.369264203464,-15.183692642034638,-2.1582294492767917,22.565156220629508,86,8,5,3
-1858.9849214854494,-18.589849214854492,-2.5690570098046854,25.67487898881374,94,8,6,3
