entry_date,exit_date,entry_price,exit_price,pnl,exit_reason
2020-07-06,2020-07-26,9348.9396,10273.549726440002,3.194436300000008,Take Profit
2020-07-09,2020-07-26,9245.51628,10159.897840092002,3.194436300000009,Take Profit
2020-07-21,2020-07-27,9397.398009999999,10326.800673189002,3.19443630000001,Take Profit
2020-09-01,2020-09-02,11942.11018,11327.098746136357,-1.9328090471887258,Stop Loss
2020-10-06,2020-10-12,10604.243649999999,11653.003346985,3.438826644429658,Take Profit
2020-10-08,2020-10-20,10930.36945,12011.382988605003,3.4388266444296587,Take Profit
2020-10-10,2020-10-21,11306.084789999999,12424.256575731,3.438826644429655,Take Profit
2020-10-12,2020-10-21,11541.89036,12683.383316604002,3.5486777710533923,Take Profit
2023-04-14,2023-04-19,30483.553099999994,28913.68489968964,-2.143248063611009,Stop Loss
2023-04-18,2023-04-19,30396.165799999995,28830.79149159214,-2.143256569977827,Stop Loss
2023-04-17,2023-04-21,29449.42,27932.458505071427,-2.143724127007156,Stop Loss
2023-05-28,2023-06-01,28083.755699999998,26637.673813127498,-2.0295645769994644,Stop Loss
2023-05-29,2023-06-05,27749.721999999998,26320.56802829286,-2.029936554098897,Stop Loss
2023-06-01,2023-06-05,26832.105299999996,25450.139767090353,-1.994235624685268,Stop Loss
2023-05-24,2023-06-14,26340.113799999996,24983.237912120712,-2.0303959505061004,Stop Loss
2023-07-13,2023-07-14,31473.141699999996,29852.42835236321,-1.8871174086860683,Stop Loss
2023-07-10,2023-07-24,30427.296899999998,28860.639799774643,-1.8868851503675323,Stop Loss
2023-07-12,2023-07-24,30399.2689,28834.053139674645,-1.886887216918644,Stop Loss
2023-07-14,2023-08-01,30323.593299999997,28762.758353833215,-1.8530557830440673,Stop Loss
2023-07-24,2023-08-17,29192.963799999998,27689.869136585003,-1.7870500903396065,Stop Loss
2023-08-01,2023-08-17,29730.901199999997,28200.14310579,-1.7543355247796864,Stop Loss
2023-08-02,2023-08-17,29199.270099999994,27695.851135107496,-1.7543726122246734,Stop Loss
2023-10-16,2023-10-23,28514.786299999996,31334.898665070003,3.0088904161040397,Take Profit
2023-10-17,2023-10-23,28410.281899999998,31220.058779910003,3.0088904161040375,Take Profit
2023-10-19,2023-10-23,28725.596899999997,31566.558433410002,3.0088904161040384,Take Profit
2023-12-01,2023-12-05,38698.659999999996,42525.957474,3.2972416791417833,Take Profit
2024-06-04,2024-06-11,70650.57999999999,67012.70665564285,-1.8784071310484205,Stop Loss
2024-06-05,2024-06-11,71204.43329999999,67538.07804969035,-1.8783890872915079,Stop Loss
2024-06-07,2024-06-14,69446.377,65870.22563420358,-1.8785505875481825,Stop Loss
2024-06-11,2024-06-18,67388.0207,63917.831414073924,-1.8123109378927664,Stop Loss
2024-06-13,2024-06-21,66853.68689999999,63411.33385473892,-1.8121485934970338,Stop Loss
2024-06-14,2024-06-24,66105.73969999999,62700.967071641775,-1.779489266272746,Stop Loss
2024-06-18,2024-06-24,65215.149999999994,61856.175946964286,-1.7475564181044967,Stop Loss
2024-06-21,2024-06-24,64188.123999999996,60881.964759014285,-1.7156316977727293,Stop Loss
2024-10-29,2024-11-01,72812.2395,69062.45983371249,-1.6229050249732002,Stop Loss
2024-10-30,2024-11-03,72421.34899999999,68691.52864553213,-1.622976764904554,Stop Loss
2024-10-28,2024-11-08,70009.93999999999,76933.923066,2.9392973599040246,Take Profit
2025-02-21,2025-02-24,96224.02789999999,91269.00047952821,-1.6173583524987782,Stop Loss
2025-02-18,2025-02-25,95717.62199999999,90788.13441365,-1.6175280882757441,Stop Loss
2025-02-24,2025-02-25,91606.01449999999,86887.96632933749,-1.5891013417901525,Stop Loss
2025-05-05,2025-05-08,94791.39669999998,104166.26583363,2.775404498748981,Take Profit
2025-05-06,2025-05-18,96895.69889999999,106478.68352121001,2.7754044987489848,Take Profit
2025-05-07,2025-05-19,97085.38839999998,106687.13331276001,2.775404498748986,Take Profit
2025-05-22,2025-05-29,111774.36269999998,106018.53974100963,-1.6791345374690916,Stop Loss
2025-05-23,2025-06-05,107378.77149999999,101849.64690775535,-1.6790330157751479,Stop Loss
2025-05-29,2025-06-05,105645.43989999998,100205.45188528535,-1.6494547660108754,Stop Loss
2025-06-09,2025-06-13,110338.12789999998,104656.83217274249,-1.590665135192837,Stop Loss
2025-06-13,2025-06-21,106133.32729999999,100668.11330074036,-1.5627306883851493,Stop Loss
2025-06-05,2025-07-09,101560.05859999999,111604.34839554,2.881414779955405,Take Profit
2025-05-09,2025-07-10,103044.84189999998,113235.97676391,2.864063027528854,Take Profit
2025-07-02,2025-07-14,108908.79999999999,119679.88032000001,2.7806815590843494,Take Profit
2025-07-09,2025-07-14,111311.09989999999,122319.76768011002,2.8727265187688116,Take Profit
